Logdir logdir\ndnf_dreamer_demo_anneal_s0
Create envs.
Simulate agent.
Encoder CNN shapes: {}
Encoder MLP shapes: {'symbolic': (147,)}
Decoder CNN shapes: {}
Decoder MLP shapes: {'symbolic': (147,)}
        39,632: rssm
       146,181: actor
       210,431: value
        78,335: reward
        13,057: cont
       170,240: encoder
       182,675: decoder
Optimizer has: 840551 parameters.
Evaluating the policy...
[0] episode/eval_score 0.0 / episode/eval_length 360.0
[207768] episode/score 0.2 / episode/length 337.0
[208115] episode/score 0.1 / episode/length 347.0
[208475] episode/score 0.0 / episode/length 360.0
[208835] episode/score 0.0 / episode/length 360.0
[209195] episode/score 0.0 / episode/length 360.0
[209555] episode/score 0.0 / episode/length 360.0
[209915] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[210000] episode/eval_score 0.0 / episode/eval_length 353.8
[210066] train/ndnf_delta 0.1 / train/dyn_entropy 5.0 / train/rep_entropy 3.0 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 1.0 / train/action_entropy 0.6 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.7 / train/loss/repval 1.1 / train/opt/loss 3.3 / train/opt/lr 0.0 / train/opt/grad_scale 65536.0 / train/opt/updates 6563.0 / fps/fps 49.9
[210275] episode/score 0.0 / episode/length 360.0
[210635] episode/score 0.0 / episode/length 360.0
[210693] episode/score 0.9 / episode/length 58.0
[211053] episode/score 0.0 / episode/length 360.0
[211413] episode/score 0.0 / episode/length 360.0
[211469] episode/score 0.9 / episode/length 56.0
[211829] episode/score 0.0 / episode/length 360.0
[212189] episode/score 0.0 / episode/length 360.0
[212549] episode/score 0.0 / episode/length 360.0
[212909] episode/score 0.0 / episode/length 360.0
[213269] episode/score 0.0 / episode/length 360.0
[213629] episode/score 0.0 / episode/length 360.0
[213750] episode/score 0.7 / episode/length 121.0
[213897] episode/score 0.6 / episode/length 147.0
[214210] episode/score 0.2 / episode/length 313.0
[214570] episode/score 0.0 / episode/length 360.0
[214930] episode/score 0.0 / episode/length 360.0
[215066] train/ndnf_delta 0.1 / train/dyn_entropy 5.0 / train/rep_entropy 3.0 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 1.0 / train/action_entropy 0.6 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.8 / train/loss/repval 1.2 / train/opt/loss 3.5 / train/opt/lr 0.0 / train/opt/grad_scale 65536.0 / train/opt/updates 6719.0 / fps/fps 51.4
[215290] episode/score 0.0 / episode/length 360.0
[215650] episode/score 0.0 / episode/length 360.0
[215916] episode/score 0.3 / episode/length 266.0
[216276] episode/score 0.0 / episode/length 360.0
[216636] episode/score 0.0 / episode/length 360.0
[216996] episode/score 0.0 / episode/length 360.0
[217356] episode/score 0.0 / episode/length 360.0
[217702] episode/score 0.1 / episode/length 346.0
[218062] episode/score 0.0 / episode/length 360.0
[218422] episode/score 0.0 / episode/length 360.0
[218782] episode/score 0.0 / episode/length 360.0
[219142] episode/score 0.0 / episode/length 360.0
[219502] episode/score 0.0 / episode/length 360.0
[219862] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[220000] episode/eval_score 0.0 / episode/eval_length 360.0
[220066] train/ndnf_delta 0.1 / train/dyn_entropy 5.0 / train/rep_entropy 3.1 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 1.0 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.7 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.0 / train/loss/repval 1.3 / train/opt/loss 3.7 / train/opt/lr 0.0 / train/opt/grad_scale 65536.0 / train/opt/updates 6875.0 / fps/fps 46.4
[220222] episode/score 0.0 / episode/length 360.0
[220582] episode/score 0.0 / episode/length 360.0
[220754] episode/score 0.6 / episode/length 172.0
[221114] episode/score 0.0 / episode/length 360.0
[221474] episode/score 0.0 / episode/length 360.0
[221834] episode/score 0.0 / episode/length 360.0
[222194] episode/score 0.0 / episode/length 360.0
[222554] episode/score 0.0 / episode/length 360.0
[222914] episode/score 0.0 / episode/length 360.0
[223274] episode/score 0.0 / episode/length 360.0
[223634] episode/score 0.0 / episode/length 360.0
[223994] episode/score 0.0 / episode/length 360.0
[224354] episode/score 0.0 / episode/length 360.0
[224620] episode/score 0.3 / episode/length 266.0
[224980] episode/score 0.0 / episode/length 360.0
[225066] train/ndnf_delta 0.1 / train/dyn_entropy 4.9 / train/rep_entropy 2.8 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 1.0 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.5 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.7 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.7 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.5 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.1 / train/loss/repval 1.4 / train/opt/loss 3.7 / train/opt/lr 0.0 / train/opt/grad_scale 65536.0 / train/opt/updates 7032.0 / fps/fps 46.7
[225340] episode/score 0.0 / episode/length 360.0
[225700] episode/score 0.0 / episode/length 360.0
[225900] episode/score 0.5 / episode/length 200.0
[226100] episode/score 0.5 / episode/length 200.0
[226460] episode/score 0.0 / episode/length 360.0
[226820] episode/score 0.0 / episode/length 360.0
[226874] episode/score 0.9 / episode/length 54.0
[227234] episode/score 0.0 / episode/length 360.0
[227594] episode/score 0.0 / episode/length 360.0
[227954] episode/score 0.0 / episode/length 360.0
[228314] episode/score 0.0 / episode/length 360.0
[228674] episode/score 0.0 / episode/length 360.0
[228745] episode/score 0.8 / episode/length 71.0
[229105] episode/score 0.0 / episode/length 360.0
[229374] episode/score 0.3 / episode/length 269.0
[229734] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[230000] episode/eval_score 0.0 / episode/eval_length 360.0
[230066] train/ndnf_delta 0.1 / train/dyn_entropy 5.3 / train/rep_entropy 3.4 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 0.9 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.5 / train/value_replay_std 0.1 / train/value_replay_min 0.5 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.7 / train/loss/dyn 1.8 / train/loss/rep 1.8 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.7 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.1 / train/loss/repval 1.5 / train/opt/loss 4.5 / train/opt/lr 0.0 / train/opt/grad_scale 65536.0 / train/opt/updates 7188.0 / fps/fps 48.4
[230094] episode/score 0.0 / episode/length 360.0
[230454] episode/score 0.0 / episode/length 360.0
[230662] episode/score 0.5 / episode/length 208.0
[231022] episode/score 0.0 / episode/length 360.0
[231382] episode/score 0.0 / episode/length 360.0
[231742] episode/score 0.0 / episode/length 360.0
[231999] episode/score 0.4 / episode/length 257.0
[232359] episode/score 0.0 / episode/length 360.0
[232719] episode/score 0.0 / episode/length 360.0
[233079] episode/score 0.0 / episode/length 360.0
[233439] episode/score 0.0 / episode/length 360.0
[233799] episode/score 0.0 / episode/length 360.0
[234159] episode/score 0.0 / episode/length 360.0
[234519] episode/score 0.0 / episode/length 360.0
[234879] episode/score 0.0 / episode/length 360.0
[235066] train/ndnf_delta 0.1 / train/dyn_entropy 5.1 / train/rep_entropy 3.1 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 1.0 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.5 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.7 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.7 / train/loss/dyn 1.6 / train/loss/rep 1.6 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.2 / train/loss/repval 1.5 / train/opt/loss 4.1 / train/opt/lr 0.0 / train/opt/grad_scale 65536.0 / train/opt/updates 7344.0 / fps/fps 50.8
[235239] episode/score 0.0 / episode/length 360.0
[235599] episode/score 0.0 / episode/length 360.0
[235959] episode/score 0.0 / episode/length 360.0
[236319] episode/score 0.0 / episode/length 360.0
[236679] episode/score 0.0 / episode/length 360.0
[237039] episode/score 0.0 / episode/length 360.0
[237399] episode/score 0.0 / episode/length 360.0
[237759] episode/score 0.0 / episode/length 360.0
[237980] episode/score 0.4 / episode/length 221.0
[238340] episode/score 0.0 / episode/length 360.0
[238700] episode/score 0.0 / episode/length 360.0
[239060] episode/score 0.0 / episode/length 360.0
[239420] episode/score 0.0 / episode/length 360.0
[239731] episode/score 0.2 / episode/length 311.0
[239867] episode/score 0.7 / episode/length 136.0
Evaluating the policy...
[240000] episode/eval_score 0.0 / episode/eval_length 360.0
[240066] train/ndnf_delta 0.1 / train/dyn_entropy 5.1 / train/rep_entropy 3.1 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 1.0 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.5 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.7 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.7 / train/loss/dyn 1.5 / train/loss/rep 1.5 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.7 / train/loss/symbolic 0.7 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.2 / train/loss/repval 1.4 / train/opt/loss 4.1 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 7500.0 / fps/fps 45.2
[240227] episode/score 0.0 / episode/length 360.0
[240587] episode/score 0.0 / episode/length 360.0
[240947] episode/score 0.0 / episode/length 360.0
[241307] episode/score 0.0 / episode/length 360.0
[241667] episode/score 0.0 / episode/length 360.0
[242027] episode/score 0.0 / episode/length 360.0
[242387] episode/score 0.0 / episode/length 360.0
[242747] episode/score 0.0 / episode/length 360.0
[243107] episode/score 0.0 / episode/length 360.0
[243467] episode/score 0.0 / episode/length 360.0
[243615] episode/score 0.6 / episode/length 148.0
[243975] episode/score 0.0 / episode/length 360.0
[244335] episode/score 0.0 / episode/length 360.0
[244695] episode/score 0.0 / episode/length 360.0
[245003] episode/score 0.2 / episode/length 308.0
[245066] train/ndnf_delta 0.1 / train/dyn_entropy 5.0 / train/rep_entropy 2.9 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 0.9 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.5 / train/value_replay_std 0.1 / train/value_replay_min 0.5 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.6 / train/loss/rep 1.6 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.7 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy 0.0 / train/loss/value 1.2 / train/loss/repval 1.6 / train/opt/loss 4.3 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 7657.0 / fps/fps 51.5
[245363] episode/score 0.0 / episode/length 360.0
[245723] episode/score 0.0 / episode/length 360.0
[246083] episode/score 0.0 / episode/length 360.0
[246443] episode/score 0.0 / episode/length 360.0
[246803] episode/score 0.0 / episode/length 360.0
[247163] episode/score 0.0 / episode/length 360.0
[247523] episode/score 0.0 / episode/length 360.0
[247883] episode/score 0.0 / episode/length 360.0
[248243] episode/score 0.0 / episode/length 360.0
[248603] episode/score 0.0 / episode/length 360.0
[248963] episode/score 0.0 / episode/length 360.0
[249087] episode/score 0.7 / episode/length 124.0
[249447] episode/score 0.0 / episode/length 360.0
[249807] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[250000] episode/eval_score 0.0 / episode/eval_length 360.0
[250066] train/ndnf_delta 0.1 / train/dyn_entropy 4.9 / train/rep_entropy 2.7 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 1.0 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.1 / train/ret_replay_min 0.4 / train/ret_replay_max 1.0 / train/value_replay_mean 0.5 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.7 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.7 / train/loss/dyn 1.5 / train/loss/rep 1.5 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.7 / train/loss/symbolic 0.5 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.3 / train/loss/repval 1.4 / train/opt/loss 4.0 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 7813.0 / fps/fps 50.6
[250167] episode/score 0.0 / episode/length 360.0
[250527] episode/score 0.0 / episode/length 360.0
[250794] episode/score 0.3 / episode/length 267.0
[251154] episode/score 0.0 / episode/length 360.0
[251514] episode/score 0.0 / episode/length 360.0
[251874] episode/score 0.0 / episode/length 360.0
[252234] episode/score 0.0 / episode/length 360.0
[252594] episode/score 0.0 / episode/length 360.0
[252954] episode/score 0.0 / episode/length 360.0
[253314] episode/score 0.0 / episode/length 360.0
[253623] episode/score 0.2 / episode/length 309.0
[253983] episode/score 0.0 / episode/length 360.0
[254343] episode/score 0.0 / episode/length 360.0
[254703] episode/score 0.0 / episode/length 360.0
[255063] episode/score 0.0 / episode/length 360.0
[255066] train/ndnf_delta 0.1 / train/dyn_entropy 5.0 / train/rep_entropy 2.9 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 0.9 / train/action_entropy 0.3 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.1 / train/ret_replay_min 0.4 / train/ret_replay_max 1.0 / train/value_replay_mean 0.5 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.7 / train/loss/dyn 1.7 / train/loss/rep 1.7 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.7 / train/loss/symbolic 0.7 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.2 / train/loss/repval 1.5 / train/opt/loss 4.5 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 7969.0 / fps/fps 51.5
[255423] episode/score 0.0 / episode/length 360.0
[255783] episode/score 0.0 / episode/length 360.0
[256143] episode/score 0.0 / episode/length 360.0
[256503] episode/score 0.0 / episode/length 360.0
[256863] episode/score 0.0 / episode/length 360.0
[257223] episode/score 0.0 / episode/length 360.0
[257583] episode/score 0.0 / episode/length 360.0
[257943] episode/score 0.0 / episode/length 360.0
[258303] episode/score 0.0 / episode/length 360.0
[258663] episode/score 0.0 / episode/length 360.0
[259023] episode/score 0.0 / episode/length 360.0
[259383] episode/score 0.0 / episode/length 360.0
[259743] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[260000] episode/eval_score 0.0 / episode/eval_length 360.0
[260066] train/ndnf_delta 0.1 / train/dyn_entropy 5.1 / train/rep_entropy 3.0 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 0.9 / train/action_entropy 0.4 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.1 / train/ret_replay_min 0.4 / train/ret_replay_max 1.0 / train/value_replay_mean 0.5 / train/value_replay_std 0.1 / train/value_replay_min 0.5 / train/value_replay_max 0.7 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.8 / train/loss/rep 1.8 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.7 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.3 / train/loss/repval 1.5 / train/opt/loss 4.4 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 8125.0 / fps/fps 49.2
[260103] episode/score 0.0 / episode/length 360.0
[260463] episode/score 0.0 / episode/length 360.0
[260823] episode/score 0.0 / episode/length 360.0
[260969] episode/score 0.6 / episode/length 146.0
[261329] episode/score 0.0 / episode/length 360.0
[261689] episode/score 0.0 / episode/length 360.0
[262049] episode/score 0.0 / episode/length 360.0
[262409] episode/score 0.0 / episode/length 360.0
[262769] episode/score 0.0 / episode/length 360.0
[263129] episode/score 0.0 / episode/length 360.0
[263489] episode/score 0.0 / episode/length 360.0
[263682] episode/score 0.5 / episode/length 193.0
[264042] episode/score 0.0 / episode/length 360.0
[264402] episode/score 0.0 / episode/length 360.0
[264762] episode/score 0.0 / episode/length 360.0
[265066] train/ndnf_delta 0.1 / train/dyn_entropy 5.0 / train/rep_entropy 3.0 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 1.0 / train/action_entropy 0.4 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.0 / train/ret_replay_min 0.4 / train/ret_replay_max 0.7 / train/value_replay_mean 0.5 / train/value_replay_std 0.0 / train/value_replay_min 0.4 / train/value_replay_max 0.6 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.6 / train/loss/dyn 1.6 / train/loss/rep 1.6 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.7 / train/loss/symbolic 0.5 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.3 / train/loss/repval 1.3 / train/opt/loss 4.1 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 8282.0 / fps/fps 49.5
[265122] episode/score 0.0 / episode/length 360.0
[265482] episode/score 0.0 / episode/length 360.0
[265842] episode/score 0.0 / episode/length 360.0
[266202] episode/score 0.0 / episode/length 360.0
[266562] episode/score 0.0 / episode/length 360.0
[266922] episode/score 0.0 / episode/length 360.0
[267282] episode/score 0.0 / episode/length 360.0
[267642] episode/score 0.0 / episode/length 360.0
[268002] episode/score 0.0 / episode/length 360.0
[268362] episode/score 0.0 / episode/length 360.0
[268722] episode/score 0.0 / episode/length 360.0
[269082] episode/score 0.0 / episode/length 360.0
[269442] episode/score 0.0 / episode/length 360.0
[269802] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[270000] episode/eval_score 0.0 / episode/eval_length 360.0
[270066] train/ndnf_delta 0.1 / train/dyn_entropy 5.5 / train/rep_entropy 3.4 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 1.0 / train/action_entropy 0.4 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.1 / train/ret_replay_min 0.4 / train/ret_replay_max 1.0 / train/value_replay_mean 0.5 / train/value_replay_std 0.1 / train/value_replay_min 0.4 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.4 / train/slow_value_replay_max 0.7 / train/loss/dyn 1.9 / train/loss/rep 1.9 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.7 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.3 / train/loss/repval 1.5 / train/opt/loss 4.7 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 8438.0 / fps/fps 47.3
[270162] episode/score 0.0 / episode/length 360.0
[270522] episode/score 0.0 / episode/length 360.0
[270882] episode/score 0.0 / episode/length 360.0
[271242] episode/score 0.0 / episode/length 360.0
[271602] episode/score 0.0 / episode/length 360.0
[271862] episode/score 0.3 / episode/length 260.0
[272222] episode/score 0.0 / episode/length 360.0
[272582] episode/score 0.0 / episode/length 360.0
[272815] episode/score 0.4 / episode/length 233.0
[272910] episode/score 0.8 / episode/length 95.0
[273074] episode/score 0.6 / episode/length 164.0
[273434] episode/score 0.0 / episode/length 360.0
[273794] episode/score 0.0 / episode/length 360.0
[274154] episode/score 0.0 / episode/length 360.0
[274514] episode/score 0.0 / episode/length 360.0
[274874] episode/score 0.0 / episode/length 360.0
[275066] train/ndnf_delta 0.1 / train/dyn_entropy 5.0 / train/rep_entropy 2.9 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.4 / train/ret_095 0.6 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.5 / train/tar 0.5 / train/slowval 0.5 / train/weight 1.0 / train/action_entropy 0.4 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.5 / train/ret_replay_std 0.0 / train/ret_replay_min 0.4 / train/ret_replay_max 0.7 / train/value_replay_mean 0.5 / train/value_replay_std 0.0 / train/value_replay_min 0.4 / train/value_replay_max 0.7 / train/slow_value_replay_mean 0.5 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.4 / train/slow_value_replay_max 0.7 / train/loss/dyn 1.6 / train/loss/rep 1.6 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.7 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy 0.0 / train/loss/value 1.3 / train/loss/repval 1.3 / train/opt/loss 4.2 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 8594.0 / fps/fps 51.8
[275234] episode/score 0.0 / episode/length 360.0
[275594] episode/score 0.0 / episode/length 360.0
[275954] episode/score 0.0 / episode/length 360.0
[276314] episode/score 0.0 / episode/length 360.0
